Counter,Date/time,Location,mag_x,mag_y,mag_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
151,2023-05-04 04:05:15.174713,IERS2010 latitude +51.5610 N longitude 0.9499 E elevation 424554.5 m,36.918,23.08,32.367,45.467,332.42,60.829,-0.002,-0.001,0.001
152,2023-05-04 04:05:18.281385,IERS2010 latitude +51.5404 N longitude 1.2555 E elevation 424549.4 m,37.048,22.893,32.337,45.485,332.378,60.803,0.001,-0.001,-0.001
153,2023-05-04 04:05:21.380847,IERS2010 latitude +51.5188 N longitude 1.5623 E elevation 424544.0 m,36.976,23.044,32.597,45.45,332.194,61.14,0.0,-0.002,0.001
154,2023-05-04 04:05:24.473745,IERS2010 latitude +51.4964 N longitude 1.8678 E elevation 424538.4 m,36.944,23.025,32.847,45.365,332.096,61.27,0.0,-0.001,0.001
155,2023-05-04 04:05:27.578817,IERS2010 latitude +51.4732 N longitude 2.1728 E elevation 424532.6 m,36.817,22.902,32.699,45.468,332.028,60.914,-0.001,-0.001,-0.0
156,2023-05-04 04:05:30.679153,IERS2010 latitude +51.4490 N longitude 2.4785 E elevation 424526.5 m,36.744,23.238,32.508,45.851,331.867,60.971,0.0,-0.0,0.001
157,2023-05-04 04:05:33.775580,IERS2010 latitude +51.4240 N longitude 2.7833 E elevation 424520.1 m,36.941,23.273,32.318,45.872,331.969,61.264,0.002,0.002,-0.003
158,2023-05-04 04:05:36.868177,IERS2010 latitude +51.3982 N longitude 3.0873 E elevation 424513.6 m,37.055,23.257,32.313,45.937,331.905,61.421,0.001,0.002,0.001
159,2023-05-04 04:05:39.962905,IERS2010 latitude +51.3716 N longitude 3.3907 E elevation 424506.8 m,36.991,22.96,32.173,46.097,331.957,61.293,-0.001,-0.001,0.0
160,2023-05-04 04:05:43.059202,IERS2010 latitude +51.3440 N longitude 3.6939 E elevation 424499.7 m,36.789,22.843,32.331,46.411,331.914,60.991,-0.001,0.002,0.001
161,2023-05-04 04:05:46.162950,IERS2010 latitude +51.3157 N longitude 3.9969 E elevation 424492.5 m,36.675,22.864,31.91,46.505,332.348,60.824,-0.002,0.0,0.0
162,2023-05-04 04:05:49.261928,IERS2010 latitude +51.2864 N longitude 4.3003 E elevation 424484.9 m,36.765,22.905,32.345,46.992,332.727,60.809,0.001,-0.002,-0.001
163,2023-05-04 04:05:52.365288,IERS2010 latitude +51.2563 N longitude 4.6025 E elevation 424477.2 m,36.704,22.866,32.496,47.074,332.642,60.305,0.0,0.001,-0.0
164,2023-05-04 04:05:55.459351,IERS2010 latitude +51.2253 N longitude 4.9049 E elevation 424469.2 m,36.671,22.974,32.422,47.152,332.244,59.857,-0.0,-0.002,0.003
165,2023-05-04 04:05:58.555356,IERS2010 latitude +51.1935 N longitude 5.2061 E elevation 424460.9 m,36.79,22.927,32.566,47.241,332.166,60.03,-0.003,0.002,0.001
166,2023-05-04 04:06:01.616739,IERS2010 latitude +51.1611 N longitude 5.5056 E elevation 424452.5 m,36.575,22.875,32.1,47.188,332.021,60.29,0.002,0.0,0.0
167,2023-05-04 04:06:04.709413,IERS2010 latitude +51.1279 N longitude 5.8037 E elevation 424443.9 m,36.579,22.864,32.461,47.333,332.197,60.318,0.001,-0.003,-0.0
168,2023-05-04 04:06:07.825765,IERS2010 latitude +51.0931 N longitude 6.1079 E elevation 424434.8 m,36.594,22.855,32.607,47.15,332.146,60.085,-0.002,-0.001,-0.001
169,2023-05-04 04:06:10.918168,IERS2010 latitude +51.0583 N longitude 6.4047 E elevation 424425.7 m,36.548,22.869,32.753,47.075,332.141,60.489,0.002,0.001,0.001
170,2023-05-04 04:06:14.020729,IERS2010 latitude +51.0223 N longitude 6.7039 E elevation 424416.3 m,36.642,22.795,32.471,46.923,332.248,60.686,0.002,-0.0,0.001
171,2023-05-04 04:06:17.120199,IERS2010 latitude +50.9855 N longitude 7.0029 E elevation 424406.7 m,36.589,22.625,32.205,47.224,332.163,60.897,0.002,0.0,-0.001
172,2023-05-04 04:06:20.227076,IERS2010 latitude +50.9479 N longitude 7.3013 E elevation 424396.8 m,36.646,22.585,32.16,47.347,331.969,60.863,-0.003,-0.001,-0.0
173,2023-05-04 04:06:23.320118,IERS2010 latitude +50.9093 N longitude 7.5999 E elevation 424386.6 m,36.841,22.451,32.186,47.285,332.105,61.007,0.001,-0.001,-0.0
174,2023-05-04 04:06:26.416751,IERS2010 latitude +50.8701 N longitude 7.8966 E elevation 424376.3 m,36.74,22.257,32.27,46.886,332.112,61.401,-0.0,0.0,-0.0
175,2023-05-04 04:06:29.512728,IERS2010 latitude +50.8300 N longitude 8.1931 E elevation 424365.7 m,36.637,22.204,32.358,47.03,331.812,61.217,0.001,0.0,-0.001
176,2023-05-04 04:06:32.611160,IERS2010 latitude +50.7891 N longitude 8.4890 E elevation 424354.9 m,36.529,22.011,32.495,47.148,331.972,61.082,-0.001,-0.001,-0.0
177,2023-05-04 04:06:35.715903,IERS2010 latitude +50.7473 N longitude 8.7847 E elevation 424343.9 m,36.365,22.14,32.721,47.149,332.055,61.329,-0.0,-0.001,0.0
178,2023-05-04 04:06:38.811044,IERS2010 latitude +50.7047 N longitude 9.0803 E elevation 424332.6 m,36.365,22.365,33.106,47.249,331.857,61.5,0.0,-0.001,-0.0
179,2023-05-04 04:06:41.904064,IERS2010 latitude +50.6614 N longitude 9.3744 E elevation 424321.1 m,36.257,22.153,32.775,47.281,331.697,61.154,0.0,-0.001,-0.001
180,2023-05-04 04:06:45.002309,IERS2010 latitude +50.6173 N longitude 9.6678 E elevation 424309.4 m,36.24,22.181,32.597,47.044,331.795,61.188,-0.001,0.001,-0.0
181,2023-05-04 04:06:48.110777,IERS2010 latitude +50.5722 N longitude 9.9615 E elevation 424297.4 m,36.463,22.113,32.49,47.185,332.266,61.726,-0.002,0.001,0.001
182,2023-05-04 04:06:51.213688,IERS2010 latitude +50.5263 N longitude 10.2551 E elevation 424285.2 m,36.663,21.972,32.13,47.254,332.235,61.666,0.004,-0.001,-0.0
183,2023-05-04 04:06:54.314221,IERS2010 latitude +50.4796 N longitude 10.5478 E elevation 424272.7 m,36.444,22.067,32.422,47.838,332.161,61.778,-0.001,0.002,0.001
184,2023-05-04 04:06:57.409106,IERS2010 latitude +50.4322 N longitude 10.8394 E elevation 424260.1 m,36.412,21.817,32.852,48.231,332.303,61.215,0.002,0.0,0.001
185,2023-05-04 04:07:00.501186,IERS2010 latitude +50.3841 N longitude 11.1301 E elevation 424247.2 m,36.431,21.826,32.911,48.133,332.3,61.494,-0.001,-0.0,-0.001
186,2023-05-04 04:07:03.597096,IERS2010 latitude +50.3352 N longitude 11.4198 E elevation 424234.2 m,36.375,21.721,32.904,48.722,332.421,61.503,-0.001,0.001,0.001
187,2023-05-04 04:07:06.691924,IERS2010 latitude +50.2855 N longitude 11.7093 E elevation 424220.9 m,36.038,21.875,32.925,48.808,332.867,61.889,0.004,0.001,-0.001
188,2023-05-04 04:07:09.786164,IERS2010 latitude +50.2351 N longitude 11.9978 E elevation 424207.3 m,36.113,21.954,32.844,48.974,333.052,61.559,-0.001,-0.002,0.001
189,2023-05-04 04:07:12.885464,IERS2010 latitude +50.1838 N longitude 12.2862 E elevation 424193.6 m,36.116,21.795,32.237,48.981,332.896,61.688,0.0,0.002,-0.0
190,2023-05-04 04:07:15.992577,IERS2010 latitude +50.1316 N longitude 12.5742 E elevation 424179.6 m,36.128,21.553,32.347,49.148,332.944,61.27,-0.002,-0.001,0.001
191,2023-05-04 04:07:19.086764,IERS2010 latitude +50.0786 N longitude 12.8621 E elevation 424165.3 m,36.344,21.66,33.253,49.433,333.242,61.274,0.001,-0.001,-0.0
192,2023-05-04 04:07:22.180377,IERS2010 latitude +50.0251 N longitude 13.1478 E elevation 424150.9 m,36.465,21.558,33.434,49.507,332.513,61.067,-0.001,0.0,-0.0
193,2023-05-04 04:07:25.276411,IERS2010 latitude +49.9707 N longitude 13.4332 E elevation 424136.3 m,36.462,21.114,33.706,49.313,332.594,61.427,0.002,0.001,-0.002
194,2023-05-04 04:07:28.374953,IERS2010 latitude +49.9156 N longitude 13.7181 E elevation 424121.4 m,36.486,21.296,33.471,49.413,332.673,61.497,-0.001,-0.0,0.001
195,2023-05-04 04:07:31.474219,IERS2010 latitude +49.8596 N longitude 14.0026 E elevation 424106.3 m,36.462,21.51,33.372,49.266,332.859,61.347,0.003,0.0,-0.002
196,2023-05-04 04:07:34.570290,IERS2010 latitude +49.8029 N longitude 14.2864 E elevation 424091.0 m,36.455,21.883,32.855,49.344,333.363,61.466,-0.002,0.001,0.001
197,2023-05-04 04:07:37.669637,IERS2010 latitude +49.7454 N longitude 14.5692 E elevation 424075.5 m,36.537,21.68,32.836,49.365,333.302,61.695,-0.0,0.001,0.001
198,2023-05-04 04:07:40.761479,IERS2010 latitude +49.6871 N longitude 14.8520 E elevation 424059.8 m,36.505,21.443,32.709,48.956,333.371,61.972,0.002,0.0,-0.001
199,2023-05-04 04:07:43.861596,IERS2010 latitude +49.6283 N longitude 15.1328 E elevation 424043.9 m,36.476,21.909,32.653,49.013,333.256,62.173,-0.001,0.001,-0.0
200,2023-05-04 04:07:46.955047,IERS2010 latitude +49.5685 N longitude 15.4142 E elevation 424027.7 m,36.464,21.59,33.144,49.319,333.608,62.496,-0.001,-0.001,0.0
201,2023-05-04 04:07:50.047191,IERS2010 latitude +49.5081 N longitude 15.6939 E elevation 424011.3 m,36.43,21.344,32.86,49.315,333.755,62.807,-0.001,-0.002,0.0
202,2023-05-04 04:07:53.141826,IERS2010 latitude +49.4471 N longitude 15.9727 E elevation 423994.8 m,36.396,21.243,32.959,48.995,333.556,62.592,-0.0,-0.0,0.001
203,2023-05-04 04:07:56.248066,IERS2010 latitude +49.3852 N longitude 16.2512 E elevation 423978.0 m,36.39,21.353,32.173,48.738,333.582,62.631,-0.0,-0.002,-0.001
204,2023-05-04 04:07:59.342680,IERS2010 latitude +49.3224 N longitude 16.5297 E elevation 423960.9 m,36.201,21.186,32.069,48.707,333.746,62.83,0.001,-0.001,0.0
205,2023-05-04 04:08:02.436106,IERS2010 latitude +49.2590 N longitude 16.8069 E elevation 423943.7 m,36.314,21.239,32.353,48.92,333.697,63.168,-0.0,0.0,0.0
206,2023-05-04 04:08:05.538323,IERS2010 latitude +49.1950 N longitude 17.0828 E elevation 423926.3 m,36.498,21.75,32.359,48.894,333.582,63.089,0.001,0.003,-0.001
207,2023-05-04 04:08:08.641264,IERS2010 latitude +49.1301 N longitude 17.3589 E elevation 423908.6 m,36.577,21.29,32.056,48.974,333.249,62.871,0.0,-0.002,0.0
208,2023-05-04 04:08:11.736864,IERS2010 latitude +49.0644 N longitude 17.6345 E elevation 423890.8 m,36.524,20.943,32.292,48.566,332.887,62.567,0.002,-0.002,-0.001
209,2023-05-04 04:08:14.840256,IERS2010 latitude +48.9981 N longitude 17.9087 E elevation 423872.7 m,36.438,20.728,32.674,48.334,332.779,62.387,0.0,0.002,0.001
210,2023-05-04 04:08:17.939621,IERS2010 latitude +48.9310 N longitude 18.1826 E elevation 423854.4 m,36.4,20.649,32.615,48.124,333.273,62.642,-0.003,0.001,0.0
211,2023-05-04 04:08:21.039279,IERS2010 latitude +48.8632 N longitude 18.4558 E elevation 423835.9 m,36.508,20.659,32.805,48.297,333.085,62.433,-0.001,-0.001,0.0
212,2023-05-04 04:08:24.134895,IERS2010 latitude +48.7948 N longitude 18.7275 E elevation 423817.3 m,36.562,20.734,32.966,48.22,332.886,62.736,-0.002,-0.001,0.002
213,2023-05-04 04:08:27.229908,IERS2010 latitude +48.7257 N longitude 18.9984 E elevation 423798.4 m,36.565,20.641,32.822,48.461,332.803,62.494,-0.003,-0.002,0.001
214,2023-05-04 04:08:30.325055,IERS2010 latitude +48.6560 N longitude 19.2685 E elevation 423779.4 m,36.315,20.518,32.34,48.343,332.817,62.429,-0.0,0.001,-0.001
215,2023-05-04 04:08:33.424851,IERS2010 latitude +48.5855 N longitude 19.5379 E elevation 423760.1 m,36.469,20.452,32.603,48.419,332.384,62.182,0.001,-0.003,-0.002
216,2023-05-04 04:08:36.523863,IERS2010 latitude +48.5143 N longitude 19.8069 E elevation 423740.6 m,36.622,20.317,32.854,47.789,332.466,62.612,0.0,-0.001,0.001
217,2023-05-04 04:08:39.627517,IERS2010 latitude +48.4424 N longitude 20.0751 E elevation 423721.0 m,36.343,20.426,32.854,47.902,332.503,62.824,-0.001,0.0,0.002
218,2023-05-04 04:08:42.733148,IERS2010 latitude +48.3695 N longitude 20.3432 E elevation 423701.0 m,36.238,20.45,32.527,48.033,332.67,62.338,-0.001,-0.003,0.002
219,2023-05-04 04:08:45.823206,IERS2010 latitude +48.2962 N longitude 20.6098 E elevation 423681.0 m,36.366,20.49,32.732,48.37,332.121,62.189,0.003,-0.0,-0.002
220,2023-05-04 04:08:48.916496,IERS2010 latitude +48.2225 N longitude 20.8746 E elevation 423660.8 m,36.344,20.316,32.727,47.773,332.174,62.161,-0.002,-0.001,0.0
221,2023-05-04 04:08:52.016751,IERS2010 latitude +48.1479 N longitude 21.1393 E elevation 423640.3 m,36.51,20.21,32.805,47.622,332.187,62.238,-0.0,-0.0,0.001
222,2023-05-04 04:08:55.115817,IERS2010 latitude +48.0727 N longitude 21.4033 E elevation 423619.7 m,36.425,20.409,32.629,47.643,332.054,62.349,0.0,-0.001,0.0
223,2023-05-04 04:08:58.206098,IERS2010 latitude +47.9967 N longitude 21.6666 E elevation 423598.9 m,36.327,20.396,32.691,47.862,332.369,61.983,-0.0,-0.002,0.002
224,2023-05-04 04:09:01.270358,IERS2010 latitude +47.9205 N longitude 21.9278 E elevation 423577.9 m,36.328,20.343,33.148,47.751,332.328,62.378,-0.0,0.0,0.0
225,2023-05-04 04:09:04.366020,IERS2010 latitude +47.8438 N longitude 22.1872 E elevation 423556.9 m,36.369,20.441,32.79,47.733,332.419,62.173,-0.002,-0.001,0.0
226,2023-05-04 04:09:07.458688,IERS2010 latitude +47.7660 N longitude 22.4478 E elevation 423535.5 m,36.514,20.515,32.648,48.007,332.071,62.038,0.003,0.001,-0.002
227,2023-05-04 04:09:10.555883,IERS2010 latitude +47.6876 N longitude 22.7073 E elevation 423514.0 m,36.808,20.318,32.48,47.582,332.061,62.212,0.0,0.002,-0.001
228,2023-05-04 04:09:13.654872,IERS2010 latitude +47.6084 N longitude 22.9664 E elevation 423492.2 m,36.839,20.253,32.489,47.181,331.909,62.052,-0.001,-0.0,0.001
229,2023-05-04 04:09:16.750348,IERS2010 latitude +47.5285 N longitude 23.2248 E elevation 423470.3 m,36.76,20.173,32.745,47.482,331.815,62.011,0.001,0.0,-0.001
230,2023-05-04 04:09:19.841896,IERS2010 latitude +47.4481 N longitude 23.4820 E elevation 423448.2 m,36.615,20.233,32.408,47.439,331.741,61.353,-0.001,-0.0,0.0
231,2023-05-04 04:09:22.931631,IERS2010 latitude +47.3671 N longitude 23.7383 E elevation 423425.9 m,36.662,20.07,32.107,46.832,332.239,61.558,0.002,-0.001,-0.001
232,2023-05-04 04:09:26.025347,IERS2010 latitude +47.2856 N longitude 23.9933 E elevation 423403.5 m,36.786,20.057,32.113,46.533,332.092,61.451,-0.003,-0.002,0.002
233,2023-05-04 04:09:29.124104,IERS2010 latitude +47.2034 N longitude 24.2479 E elevation 423380.8 m,37.019,19.966,32.25,46.209,331.672,61.401,-0.0,-0.0,-0.001
234,2023-05-04 04:09:32.224243,IERS2010 latitude +47.1203 N longitude 24.5023 E elevation 423358.0 m,36.901,19.697,32.298,46.11,331.684,60.679,0.001,-0.0,0.001
235,2023-05-04 04:09:35.325356,IERS2010 latitude +47.0366 N longitude 24.7561 E elevation 423334.9 m,36.645,19.714,32.616,45.951,331.509,60.596,-0.002,-0.003,0.001
236,2023-05-04 04:09:38.420992,IERS2010 latitude +46.9523 N longitude 25.0087 E elevation 423311.7 m,36.518,19.706,32.6,45.74,331.12,60.777,-0.002,-0.001,0.002
237,2023-05-04 04:09:41.514811,IERS2010 latitude +46.8675 N longitude 25.2600 E elevation 423288.3 m,36.697,19.473,32.113,45.623,331.335,61.424,-0.002,-0.003,-0.001
238,2023-05-04 04:09:44.610561,IERS2010 latitude +46.7822 N longitude 25.5106 E elevation 423264.8 m,36.625,19.36,32.475,45.269,331.433,61.658,-0.001,-0.001,0.001
239,2023-05-04 04:09:47.703600,IERS2010 latitude +46.6962 N longitude 25.7605 E elevation 423241.1 m,36.362,19.363,32.213,45.788,330.844,61.225,-0.003,-0.0,0.003
240,2023-05-04 04:09:50.798832,IERS2010 latitude +46.6096 N longitude 26.0093 E elevation 423217.2 m,36.388,19.469,32.408,46.05,330.648,61.88,-0.002,-0.0,0.0
241,2023-05-04 04:09:53.889649,IERS2010 latitude +46.5224 N longitude 26.2575 E elevation 423193.2 m,36.529,19.453,32.74,46.242,330.263,62.194,-0.001,-0.002,0.0
242,2023-05-04 04:09:56.983311,IERS2010 latitude +46.4348 N longitude 26.5043 E elevation 423169.0 m,36.674,19.434,32.255,46.352,330.553,62.057,-0.001,-0.002,-0.001
243,2023-05-04 04:10:00.079672,IERS2010 latitude +46.3464 N longitude 26.7507 E elevation 423144.6 m,37.112,19.482,32.674,46.15,330.411,62.05,-0.001,0.001,-0.002
244,2023-05-04 04:10:03.179193,IERS2010 latitude +46.2574 N longitude 26.9964 E elevation 423120.1 m,37.163,19.296,33.205,46.257,330.408,61.589,-0.001,-0.002,-0.001
245,2023-05-04 04:10:06.279200,IERS2010 latitude +46.1678 N longitude 27.2415 E elevation 423095.3 m,37.001,19.154,33.184,46.18,330.593,61.826,0.001,-0.001,-0.001
246,2023-05-04 04:10:09.383124,IERS2010 latitude +46.0774 N longitude 27.4861 E elevation 423070.4 m,36.942,18.941,33.275,46.497,330.837,61.842,0.001,-0.001,-0.001
247,2023-05-04 04:10:12.481854,IERS2010 latitude +45.9864 N longitude 27.7298 E elevation 423045.3 m,36.986,18.827,33.028,46.583,331.123,61.845,0.002,0.0,0.0
248,2023-05-04 04:10:15.572659,IERS2010 latitude +45.8952 N longitude 27.9719 E elevation 423020.1 m,37.155,18.902,33.146,46.423,331.21,62.108,-0.001,0.001,-0.001
249,2023-05-04 04:10:18.664495,IERS2010 latitude +45.8034 N longitude 28.2134 E elevation 422994.8 m,36.959,19.106,33.154,46.676,331.387,62.356,0.003,0.0,-0.001
250,2023-05-04 04:10:21.757610,IERS2010 latitude +45.7110 N longitude 28.4537 E elevation 422969.3 m,36.984,19.026,32.988,46.76,331.535,61.746,0.003,-0.002,0.0
251,2023-05-04 04:10:24.846935,IERS2010 latitude +45.6182 N longitude 28.6932 E elevation 422943.7 m,36.936,18.836,33.186,46.733,331.717,62.244,0.001,-0.0,-0.001
252,2023-05-04 04:10:27.939792,IERS2010 latitude +45.5248 N longitude 28.9316 E elevation 422917.9 m,36.885,19.101,33.123,46.369,331.626,62.089,0.001,-0.0,0.002
253,2023-05-04 04:10:31.033079,IERS2010 latitude +45.4309 N longitude 29.1695 E elevation 422892.0 m,36.931,19.091,33.03,46.879,331.733,62.287,-0.001,0.0,0.001
254,2023-05-04 04:10:34.132235,IERS2010 latitude +45.3361 N longitude 29.4069 E elevation 422865.8 m,36.862,18.916,32.854,47.21,331.674,62.613,-0.003,-0.002,-0.001
255,2023-05-04 04:10:37.233241,IERS2010 latitude +45.2408 N longitude 29.6437 E elevation 422839.5 m,36.834,18.822,32.439,47.608,331.666,62.97,0.001,-0.0,0.0
256,2023-05-04 04:10:40.328549,IERS2010 latitude +45.1450 N longitude 29.8795 E elevation 422813.0 m,36.687,18.73,32.473,47.436,331.38,62.783,-0.002,-0.0,-0.0
257,2023-05-04 04:10:43.426065,IERS2010 latitude +45.0486 N longitude 30.1145 E elevation 422786.5 m,36.625,18.841,32.235,47.623,331.386,61.936,-0.001,0.001,0.0
258,2023-05-04 04:10:46.524168,IERS2010 latitude +44.9517 N longitude 30.3488 E elevation 422759.7 m,36.658,18.609,32.382,47.704,331.151,61.848,0.001,-0.0,0.001
259,2023-05-04 04:10:49.617126,IERS2010 latitude +44.8543 N longitude 30.5819 E elevation 422732.8 m,36.756,18.572,32.649,47.74,331.309,61.769,-0.001,-0.001,-0.002
260,2023-05-04 04:10:52.711793,IERS2010 latitude +44.7566 N longitude 30.8140 E elevation 422705.9 m,36.979,18.521,32.636,47.992,331.652,61.662,0.0,0.001,-0.001
261,2023-05-04 04:10:55.806103,IERS2010 latitude +44.6581 N longitude 31.0455 E elevation 422678.7 m,36.939,18.521,32.571,47.954,331.56,61.652,-0.001,0.0,0.001
262,2023-05-04 04:10:58.900871,IERS2010 latitude +44.5593 N longitude 31.2760 E elevation 422651.4 m,37.012,18.296,32.665,48.003,331.537,62.207,0.0,-0.001,-0.0
263,2023-05-04 04:11:01.963150,IERS2010 latitude +44.4603 N longitude 31.5048 E elevation 422624.1 m,37.062,18.196,32.919,48.207,331.511,62.219,-0.001,0.001,-0.001
264,2023-05-04 04:11:05.052641,IERS2010 latitude +44.3610 N longitude 31.7323 E elevation 422596.7 m,37.207,18.075,32.678,48.306,331.654,62.382,0.002,-0.0,-0.001
265,2023-05-04 04:11:08.142347,IERS2010 latitude +44.2607 N longitude 31.9600 E elevation 422569.1 m,37.311,17.861,32.694,48.003,331.76,62.348,-0.003,0.002,0.0
266,2023-05-04 04:11:11.238328,IERS2010 latitude +44.1599 N longitude 32.1871 E elevation 422541.3 m,37.183,17.827,32.102,47.913,331.765,62.53,-0.001,0.0,-0.001
267,2023-05-04 04:11:14.338108,IERS2010 latitude +44.0583 N longitude 32.4138 E elevation 422513.3 m,37.164,17.958,32.17,47.629,331.769,62.987,0.001,0.002,0.001
268,2023-05-04 04:11:17.433338,IERS2010 latitude +43.9562 N longitude 32.6398 E elevation 422485.2 m,36.911,17.842,32.453,47.656,331.943,63.357,0.003,0.0,0.001
269,2023-05-04 04:11:20.537443,IERS2010 latitude +43.8537 N longitude 32.8647 E elevation 422456.9 m,36.752,18.644,32.101,47.738,331.827,63.211,0.003,0.0,-0.002
270,2023-05-04 04:11:23.637763,IERS2010 latitude +43.7504 N longitude 33.0896 E elevation 422428.5 m,36.599,18.064,32.146,47.722,331.89,63.059,0.001,0.0,-0.001
271,2023-05-04 04:11:26.730604,IERS2010 latitude +43.6469 N longitude 33.3131 E elevation 422400.0 m,36.684,17.786,32.441,47.545,331.797,63.004,0.002,-0.001,0.0
272,2023-05-04 04:11:29.827047,IERS2010 latitude +43.5430 N longitude 33.5353 E elevation 422371.4 m,36.885,17.898,32.442,47.626,331.787,62.527,0.001,0.001,0.001
273,2023-05-04 04:11:32.926595,IERS2010 latitude +43.4386 N longitude 33.7570 E elevation 422342.7 m,36.761,17.846,32.333,47.827,332.208,62.106,-0.004,0.0,0.0
274,2023-05-04 04:11:36.021477,IERS2010 latitude +43.3335 N longitude 33.9783 E elevation 422313.8 m,36.722,17.94,32.524,47.856,331.918,61.92,-0.004,0.001,0.0
275,2023-05-04 04:11:39.113069,IERS2010 latitude +43.2282 N longitude 34.1980 E elevation 422284.8 m,36.802,18.412,32.596,48.056,332.229,62.144,0.001,0.002,0.001
276,2023-05-04 04:11:42.212342,IERS2010 latitude +43.1225 N longitude 34.4170 E elevation 422255.8 m,36.921,18.054,32.317,47.54,332.346,62.563,0.001,-0.0,-0.001
277,2023-05-04 04:11:45.310592,IERS2010 latitude +43.0160 N longitude 34.6358 E elevation 422226.5 m,37.041,17.811,32.434,47.279,332.38,62.553,-0.001,-0.001,-0.001
278,2023-05-04 04:11:48.412914,IERS2010 latitude +42.9091 N longitude 34.8537 E elevation 422197.2 m,36.891,17.446,32.318,47.431,332.291,61.829,-0.002,-0.001,0.001
